junction_name,police_station,hour,weekday,month,violations,risk_score
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Monday,February,16,5.319148936170213
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Monday,January,6,1.7730496453900706
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Saturday,December,11,3.546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Saturday,March,12,3.900709219858156
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Sunday,April,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Sunday,December,24,8.156028368794326
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Sunday,March,4,1.0638297872340425
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Thursday,December,10,3.1914893617021276
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Thursday,February,23,7.80141843971631
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Thursday,January,18,6.028368794326241
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Thursday,March,7,2.1276595744680855
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Thursday,November,16,5.319148936170213
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Tuesday,April,4,1.0638297872340425
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Tuesday,December,9,2.8368794326241136
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Tuesday,February,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Tuesday,March,3,0.7092198581560284
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Tuesday,November,22,7.446808510638298
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Wednesday,April,9,2.8368794326241136
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Wednesday,December,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Wednesday,January,6,1.7730496453900706
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,2,Wednesday,November,11,3.546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Friday,February,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Friday,January,19,6.382978723404255
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Monday,April,6,1.7730496453900706
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Monday,January,9,2.8368794326241136
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Monday,November,18,6.028368794326241
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Saturday,December,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Saturday,January,32,10.99290780141844
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Sunday,April,3,0.7092198581560284
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Sunday,December,15,4.964539007092199
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Sunday,March,5,1.4184397163120566
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Thursday,December,24,8.156028368794326
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Tuesday,December,9,2.8368794326241136
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Tuesday,February,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Tuesday,January,4,1.0638297872340425
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Tuesday,March,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Wednesday,February,9,2.8368794326241136
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Wednesday,January,10,3.1914893617021276
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,3,Wednesday,March,19,6.382978723404255
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Friday,April,4,1.0638297872340425
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Friday,February,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Monday,February,5,1.4184397163120566
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Saturday,January,10,3.1914893617021276
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Saturday,March,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Sunday,December,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Sunday,February,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Sunday,November,9,2.8368794326241136
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Thursday,January,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Tuesday,December,11,3.546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Tuesday,November,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Wednesday,April,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Wednesday,December,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Wednesday,February,6,1.7730496453900706
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,4,Wednesday,January,3,0.7092198581560284
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,5,Monday,December,4,1.0638297872340425
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,5,Saturday,December,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,5,Saturday,November,16,5.319148936170213
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,5,Sunday,March,9,2.8368794326241136
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,5,Sunday,November,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,5,Thursday,April,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,5,Thursday,February,17,5.673758865248227
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,5,Thursday,November,4,1.0638297872340425
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,5,Tuesday,April,7,2.1276595744680855
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,5,Tuesday,January,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,5,Wednesday,April,3,0.7092198581560284
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,6,Friday,November,3,0.7092198581560284
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,6,Saturday,December,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,6,Saturday,March,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,6,Sunday,January,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,6,Thursday,December,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,6,Thursday,February,5,1.4184397163120566
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,7,Monday,December,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,7,Sunday,March,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,7,Wednesday,December,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,8,Monday,December,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,8,Sunday,March,3,0.7092198581560284
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,8,Tuesday,November,11,3.546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,9,Sunday,December,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,9,Tuesday,December,6,1.7730496453900706
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,9,Tuesday,November,7,2.1276595744680855
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,19,Thursday,March,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,20,Monday,November,10,3.1914893617021276
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,20,Wednesday,January,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,21,Monday,November,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,21,Sunday,December,8,2.4822695035460995
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,21,Thursday,February,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,21,Tuesday,January,4,1.0638297872340425
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,21,Wednesday,December,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,21,Wednesday,January,6,1.7730496453900706
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,21,Wednesday,March,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,22,Monday,November,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,22,Saturday,March,10,3.1914893617021276
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,22,Tuesday,November,6,1.7730496453900706
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,22,Wednesday,December,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,22,Wednesday,November,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,23,Friday,April,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,23,Friday,January,6,1.7730496453900706
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,23,Friday,November,8,2.4822695035460995
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,23,Monday,December,13,4.25531914893617
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,23,Saturday,February,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,23,Saturday,March,4,1.0638297872340425
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,23,Sunday,November,5,1.4184397163120566
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,23,Thursday,February,7,2.1276595744680855
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,23,Thursday,January,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,23,Tuesday,February,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,23,Wednesday,December,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,2,Friday,April,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,2,Friday,March,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,2,Thursday,December,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,2,Wednesday,December,3,0.7092198581560284
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,3,Friday,February,5,1.4184397163120566
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,3,Monday,January,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,4,Friday,February,7,2.1276595744680855
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,5,Monday,December,5,1.4184397163120566
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,5,Thursday,December,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,5,Thursday,November,3,0.7092198581560284
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,5,Tuesday,November,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,6,Friday,February,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,21,Saturday,January,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,21,Thursday,February,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,22,Tuesday,November,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,23,Friday,April,2,0.3546099290780142
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,23,Friday,January,1,0.0
"BTP026 - 1st Block Junction, Rajajinagar",Rajajinagar,23,Wednesday,December,7,2.1276595744680855
BTP027 - Modi Bridge Junction,Malleshwaram,0,Friday,March,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,0,Monday,April,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,0,Monday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,0,Monday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,0,Saturday,December,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,0,Saturday,February,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,0,Sunday,December,4,1.0638297872340425
BTP027 - Modi Bridge Junction,Malleshwaram,0,Thursday,January,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,0,Tuesday,December,10,3.1914893617021276
BTP027 - Modi Bridge Junction,Malleshwaram,0,Tuesday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,0,Wednesday,December,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,0,Wednesday,February,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,1,Friday,March,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,1,Monday,December,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,1,Monday,November,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,1,Sunday,April,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,1,Sunday,December,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,1,Sunday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,1,Thursday,December,12,3.900709219858156
BTP027 - Modi Bridge Junction,Malleshwaram,1,Thursday,February,7,2.1276595744680855
BTP027 - Modi Bridge Junction,Malleshwaram,1,Thursday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,1,Tuesday,March,7,2.1276595744680855
BTP027 - Modi Bridge Junction,Malleshwaram,1,Wednesday,December,7,2.1276595744680855
BTP027 - Modi Bridge Junction,Malleshwaram,1,Wednesday,February,6,1.7730496453900706
BTP027 - Modi Bridge Junction,Malleshwaram,1,Wednesday,January,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,2,Friday,December,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,2,Friday,January,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,2,Friday,March,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,2,Monday,April,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,2,Monday,February,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,2,Monday,January,17,5.673758865248227
BTP027 - Modi Bridge Junction,Malleshwaram,2,Saturday,December,12,3.900709219858156
BTP027 - Modi Bridge Junction,Malleshwaram,2,Saturday,January,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,2,Saturday,March,13,4.25531914893617
BTP027 - Modi Bridge Junction,Malleshwaram,2,Sunday,December,14,4.609929078014185
BTP027 - Modi Bridge Junction,Malleshwaram,2,Sunday,March,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,2,Sunday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,2,Thursday,March,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,2,Tuesday,December,8,2.4822695035460995
BTP027 - Modi Bridge Junction,Malleshwaram,2,Tuesday,January,13,4.25531914893617
BTP027 - Modi Bridge Junction,Malleshwaram,2,Tuesday,March,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,2,Wednesday,December,8,2.4822695035460995
BTP027 - Modi Bridge Junction,Malleshwaram,2,Wednesday,February,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,2,Wednesday,January,6,1.7730496453900706
BTP027 - Modi Bridge Junction,Malleshwaram,2,Wednesday,November,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,3,Friday,April,4,1.0638297872340425
BTP027 - Modi Bridge Junction,Malleshwaram,3,Friday,February,8,2.4822695035460995
BTP027 - Modi Bridge Junction,Malleshwaram,3,Friday,March,10,3.1914893617021276
BTP027 - Modi Bridge Junction,Malleshwaram,3,Monday,January,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,3,Saturday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,3,Saturday,February,4,1.0638297872340425
BTP027 - Modi Bridge Junction,Malleshwaram,3,Saturday,January,9,2.8368794326241136
BTP027 - Modi Bridge Junction,Malleshwaram,3,Saturday,March,9,2.8368794326241136
BTP027 - Modi Bridge Junction,Malleshwaram,3,Sunday,December,19,6.382978723404255
BTP027 - Modi Bridge Junction,Malleshwaram,3,Sunday,January,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,3,Sunday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,3,Thursday,January,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,3,Tuesday,December,15,4.964539007092199
BTP027 - Modi Bridge Junction,Malleshwaram,3,Tuesday,March,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,3,Wednesday,December,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,3,Wednesday,February,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,3,Wednesday,January,8,2.4822695035460995
BTP027 - Modi Bridge Junction,Malleshwaram,3,Wednesday,March,8,2.4822695035460995
BTP027 - Modi Bridge Junction,Malleshwaram,3,Wednesday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,4,Friday,December,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,4,Friday,February,10,3.1914893617021276
BTP027 - Modi Bridge Junction,Malleshwaram,4,Friday,March,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,4,Monday,April,4,1.0638297872340425
BTP027 - Modi Bridge Junction,Malleshwaram,4,Saturday,December,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,4,Saturday,February,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,4,Saturday,November,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,4,Sunday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,4,Sunday,January,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,4,Thursday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,4,Tuesday,December,9,2.8368794326241136
BTP027 - Modi Bridge Junction,Malleshwaram,4,Tuesday,January,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,4,Tuesday,March,9,2.8368794326241136
BTP027 - Modi Bridge Junction,Malleshwaram,4,Wednesday,November,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,5,Friday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,5,Friday,March,11,3.546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,5,Monday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,5,Saturday,November,4,1.0638297872340425
BTP027 - Modi Bridge Junction,Malleshwaram,5,Sunday,April,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,5,Sunday,December,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,5,Sunday,March,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,5,Sunday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,5,Thursday,December,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,5,Thursday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,5,Tuesday,February,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,5,Tuesday,January,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,5,Tuesday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,5,Wednesday,December,6,1.7730496453900706
BTP027 - Modi Bridge Junction,Malleshwaram,5,Wednesday,November,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,6,Friday,December,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,6,Friday,February,6,1.7730496453900706
BTP027 - Modi Bridge Junction,Malleshwaram,6,Monday,January,4,1.0638297872340425
BTP027 - Modi Bridge Junction,Malleshwaram,6,Saturday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,6,Saturday,February,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,6,Sunday,December,4,1.0638297872340425
BTP027 - Modi Bridge Junction,Malleshwaram,6,Sunday,January,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,6,Sunday,November,4,1.0638297872340425
BTP027 - Modi Bridge Junction,Malleshwaram,6,Thursday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,6,Thursday,February,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,6,Tuesday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,6,Tuesday,March,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,7,Saturday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,7,Sunday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,7,Tuesday,March,8,2.4822695035460995
BTP027 - Modi Bridge Junction,Malleshwaram,7,Wednesday,November,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,8,Friday,January,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,8,Friday,March,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,8,Sunday,December,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,8,Sunday,March,6,1.7730496453900706
BTP027 - Modi Bridge Junction,Malleshwaram,8,Wednesday,November,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,9,Friday,March,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,9,Tuesday,December,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,19,Thursday,February,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,19,Tuesday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,20,Monday,November,7,2.1276595744680855
BTP027 - Modi Bridge Junction,Malleshwaram,20,Thursday,February,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,20,Tuesday,January,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,21,Friday,April,7,2.1276595744680855
BTP027 - Modi Bridge Junction,Malleshwaram,21,Friday,December,4,1.0638297872340425
BTP027 - Modi Bridge Junction,Malleshwaram,21,Friday,March,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,21,Monday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,21,Monday,February,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,21,Saturday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,21,Tuesday,March,6,1.7730496453900706
BTP027 - Modi Bridge Junction,Malleshwaram,21,Wednesday,March,9,2.8368794326241136
BTP027 - Modi Bridge Junction,Malleshwaram,22,Friday,April,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,22,Friday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,22,Monday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,22,Monday,January,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,22,Saturday,December,8,2.4822695035460995
BTP027 - Modi Bridge Junction,Malleshwaram,22,Saturday,March,15,4.964539007092199
BTP027 - Modi Bridge Junction,Malleshwaram,22,Thursday,December,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,22,Tuesday,December,7,2.1276595744680855
BTP027 - Modi Bridge Junction,Malleshwaram,22,Tuesday,February,12,3.900709219858156
BTP027 - Modi Bridge Junction,Malleshwaram,22,Tuesday,January,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,22,Wednesday,December,11,3.546099290780142
BTP027 - Modi Bridge Junction,Malleshwaram,22,Wednesday,March,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,23,Friday,February,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,23,Friday,November,9,2.8368794326241136
BTP027 - Modi Bridge Junction,Malleshwaram,23,Monday,December,8,2.4822695035460995
BTP027 - Modi Bridge Junction,Malleshwaram,23,Monday,January,5,1.4184397163120566
BTP027 - Modi Bridge Junction,Malleshwaram,23,Monday,November,14,4.609929078014185
BTP027 - Modi Bridge Junction,Malleshwaram,23,Saturday,December,7,2.1276595744680855
BTP027 - Modi Bridge Junction,Malleshwaram,23,Thursday,February,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,23,Tuesday,December,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Malleshwaram,23,Tuesday,February,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,23,Wednesday,April,1,0.0
BTP027 - Modi Bridge Junction,Malleshwaram,23,Wednesday,December,3,0.7092198581560284
BTP027 - Modi Bridge Junction,Rajajinagar,0,Friday,April,1,0.0
BTP027 - Modi Bridge Junction,Rajajinagar,0,Friday,December,1,0.0
BTP027 - Modi Bridge Junction,Rajajinagar,0,Friday,January,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Rajajinagar,0,Friday,November,18,6.028368794326241
BTP027 - Modi Bridge Junction,Rajajinagar,0,Monday,April,4,1.0638297872340425
BTP027 - Modi Bridge Junction,Rajajinagar,0,Monday,December,15,4.964539007092199
BTP027 - Modi Bridge Junction,Rajajinagar,0,Monday,February,1,0.0
BTP027 - Modi Bridge Junction,Rajajinagar,0,Monday,November,6,1.7730496453900706
BTP027 - Modi Bridge Junction,Rajajinagar,0,Saturday,December,16,5.319148936170213
BTP027 - Modi Bridge Junction,Rajajinagar,0,Saturday,March,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Rajajinagar,0,Saturday,November,83,29.078014184397162
BTP027 - Modi Bridge Junction,Rajajinagar,0,Sunday,November,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Rajajinagar,0,Thursday,December,25,8.51063829787234
BTP027 - Modi Bridge Junction,Rajajinagar,0,Thursday,January,12,3.900709219858156
BTP027 - Modi Bridge Junction,Rajajinagar,0,Tuesday,December,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Rajajinagar,0,Tuesday,January,1,0.0
BTP027 - Modi Bridge Junction,Rajajinagar,0,Tuesday,March,9,2.8368794326241136
BTP027 - Modi Bridge Junction,Rajajinagar,0,Tuesday,November,6,1.7730496453900706
BTP027 - Modi Bridge Junction,Rajajinagar,0,Wednesday,December,15,4.964539007092199
BTP027 - Modi Bridge Junction,Rajajinagar,0,Wednesday,February,2,0.3546099290780142
BTP027 - Modi Bridge Junction,Rajajinagar,1,Friday,April,22,7.446808510638298
BTP027 - Modi Bridge Junction,Rajajinagar,1,Friday,February,15,4.964539007092199
BTP027 - Modi Bridge Junction,Rajajinagar,1,Friday,January,87,30.49645390070922
BTP027 - Modi Bridge Junction,Rajajinagar,1,Friday,March,4,1.0638297872340425
BTP027 - Modi Bridge Junction,Rajajinagar,1,Monday,April,1,0.0
